Key_Dataset;Key_Run;Key_Fold;Key_Scheme;Key_Scheme_options;Key_Scheme_version_ID;Date_time;Number_of_training_instances;Number_of_testing_instances;Number_correct;Number_incorrect;Number_unclassified;Percent_correct;Percent_incorrect;Percent_unclassified;Kappa_statistic;Mean_absolute_error;Root_mean_squared_error;Relative_absolute_error;Root_relative_squared_error;SF_prior_entropy;SF_scheme_entropy;SF_entropy_gain;SF_mean_prior_entropy;SF_mean_scheme_entropy;SF_mean_entropy_gain;KB_information;KB_mean_information;KB_relative_information;True_positive_rate;Num_true_positives;False_positive_rate;Num_false_positives;True_negative_rate;Num_true_negatives;False_negative_rate;Num_false_negatives;IR_precision;IR_recall;F_measure;Matthews_correlation;Area_under_ROC;Area_under_PRC;Weighted_avg_true_positive_rate;Weighted_avg_false_positive_rate;Weighted_avg_true_negative_rate;Weighted_avg_false_negative_rate;Weighted_avg_IR_precision;Weighted_avg_IR_recall;Weighted_avg_F_measure;Weighted_avg_matthews_correlation;Weighted_avg_area_under_ROC;Weighted_avg_area_under_PRC;Unweighted_macro_avg_F_measure;Unweighted_micro_avg_F_measure;Elapsed_Time_training;Elapsed_Time_testing;UserCPU_Time_training;UserCPU_Time_testing;UserCPU_Time_millis_training;UserCPU_Time_millis_testing;Serialized_Model_Size;Serialized_Train_Set_Size;Serialized_Test_Set_Size;Coverage_of_Test_Cases_By_Regions;Size_of_Predicted_Regions;Summary;measureTreeSize;measureNumLeaves;measureNumRules
iris;7;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.211057399;10.95238095;44.77203533;23.77443751;1074.139062;-1050.364624;1.584962501;71.60927078;-70.02430828;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;7;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.052717653;0.206549666;11.86147186;43.81580084;23.77443751;5.764327611;18.0101099;1.584962501;0.384288507;1.200673993;21.33278338;1.422185559;89.72991841;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;7;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.206104861;10.95238095;43.72144355;23.77443751;5.566144514;18.208293;1.584962501;0.371076301;1.2138862;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;8;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045016014;0.169317655;10.1286031;35.91769858;23.77443751;2.632715099;21.14172241;1.584962501;0.17551434;1.409448161;21.6156536;1.441043573;90.91972666;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;100;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;8;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;12;3;0;80;20;0;0.7;0.144944747;0.347375397;32.61256804;73.68944967;23.77443751;1082.516881;-1058.742443;1.584962501;72.16779206;-70.58282956;16.87734881;1.125156587;70.98947684;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.8;0.1;0.9;0.2;0.875;0.8;0.802706553;0.740449158;0.876666667;0.757828283;0.802706553;0.8;0;0;0;0;0;0;3832;10633;2353;93.33333333;51.11111111;'Number of leaves: 3\nSize of the tree: 5\n';5;3;3
iris;8;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.053845207;0.211341928;12.11517165;44.83239316;23.77443751;1074.308798;-1050.534361;1.584962501;71.62058656;-70.03562405;21.29571418;1.419714278;89.57399799;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.916666667;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048484848;0.211036186;10.90909091;44.76753546;23.77443751;1074.132667;-1050.35823;1.584962501;71.6088445;-70.023882;21.47184505;1.431456337;90.31483939;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;8;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.093121693;0.298311364;20.95238095;63.28139653;23.77443751;2148.139062;-2124.364624;1.584962501;143.2092708;-141.6243083;19.29552584;1.286368389;81.16080907;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.866666667;0.866666667;0.866666667;0.8;0.873333333;0.804444444;0.866666667;0.866666667;0;0;0;0;0;0;5044;10633;2353;86.66666667;33.33333333;'Number of leaves: 6\nSize of the tree: 11\n';11;6;6
iris;9;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;9;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.052717653;0.206549666;11.86147186;43.81580084;23.77443751;5.764327611;18.0101099;1.584962501;0.384288507;1.200673993;21.33278338;1.422185559;89.72991841;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;9;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.100500302;0.280857658;22.61256804;59.57890637;23.77443751;8.516880863;15.25755665;1.584962501;0.567792058;1.017170443;19.04727381;1.269818254;80.11661182;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.904761905;0.866666667;0.861111111;0.821011909;0.933333333;0.838095238;0.861111111;0.866666667;0;0;0;0;0;0;3832;10633;2353;100;48.88888889;'Number of leaves: 3\nSize of the tree: 5\n';5;3;3
iris;9;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.206104861;10.95238095;43.72144355;23.77443751;5.566144514;18.208293;1.584962501;0.371076301;1.2138862;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;9;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045016014;0.169317655;10.1286031;35.91769858;23.77443751;2.632715099;21.14172241;1.584962501;0.17551434;1.409448161;21.6156536;1.441043573;90.91972666;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;100;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;9;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.055032457;0.209015002;12.38230289;44.33877769;23.77443751;1074.347856;-1050.573419;1.584962501;71.62319041;-70.03822791;21.2566563;1.41711042;89.40971281;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;9;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048484848;0.211036186;10.90909091;44.76753546;23.77443751;1074.132667;-1050.35823;1.584962501;71.6088445;-70.023882;21.47184505;1.431456337;90.31483939;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;9;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.053845207;0.211341928;12.11517165;44.83239316;23.77443751;1074.308798;-1050.534361;1.584962501;71.62058656;-70.03562405;21.29571418;1.419714278;89.57399799;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.916666667;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;9;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.211057399;10.95238095;44.77203533;23.77443751;1074.139062;-1050.364624;1.584962501;71.60927078;-70.02430828;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;9;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;1;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;2;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.055032457;0.209015002;12.38230289;44.33877769;23.77443751;1074.347856;-1050.573419;1.584962501;71.62319041;-70.03822791;21.2566563;1.41711042;89.40971281;0.8;4;0;0;1;10;0.2;1;1;0.8;0.888888889;0.852802865;0.9;0.866666667;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;3;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;4;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;13;2;0;86.66666667;13.33333333;0;0.8;0.092929293;0.298296356;20.90909091;63.27821293;23.77443751;2148.132667;-2124.35823;1.584962501;143.2088445;-141.623882;19.30192005;1.28679467;81.18770441;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.866666667;0.066666667;0.933333333;0.133333333;0.866666667;0.866666667;0.866666667;0.8;0.873333333;0.804444444;0.866666667;0.866666667;0;0;0;0;0;0;4640;10633;2353;86.66666667;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;5;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.009400763;0.01486493;2.11517165;3.153327801;23.77443751;0.308798332;23.46563918;1.584962501;0.020586555;1.564375945;23.46563918;1.564375945;98.70113296;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;6;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;15;0;0;100;0;0;1;0.010588013;0.01588652;2.382302893;3.370039881;23.77443751;0.347856208;23.4265813;1.584962501;0.023190414;1.561772087;23.4265813;1.561772087;98.53684779;1;5;0;0;1;10;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;4640;10633;2353;100;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;7;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.052717653;0.206549666;11.86147186;43.81580084;23.77443751;5.764327611;18.0101099;1.584962501;0.384288507;1.200673993;21.33278338;1.422185559;89.72991841;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;10;8;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.04754522;0.210989468;10.69767442;44.75762502;23.77443751;1074.101842;-1050.327404;1.584962501;71.60678947;-70.02182697;21.50267051;1.433511368;90.44449739;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.95;0.9;0.932659933;0.933333333;0;0;0;0;0;0;4640;10633;2353;93.33333333;33.33333333;'Number of leaves: 5\nSize of the tree: 9\n';9;5;5
iris;10;9;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.048677249;0.206104861;10.95238095;43.72144355;23.77443751;5.566144514;18.208293;1.584962501;0.371076301;1.2138862;21.46545084;1.431030056;90.28794404;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;0.966666667;0.911111111;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;93.33333333;33.33333333;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
iris;10;10;weka.classifiers.trees.J48;'-C 0.25 -M 2';-2.17733E+17;2.02E+07;135;15;14;1;0;93.33333333;6.666666667;0;0.9;0.045016014;0.169317655;10.1286031;35.91769858;23.77443751;2.632715099;21.14172241;1.584962501;0.17551434;1.409448161;21.6156536;1.441043573;90.91972666;1;5;0;0;1;10;0;0;1;1;1;1;1;1;0.933333333;0.033333333;0.966666667;0.066666667;0.944444444;0.933333333;0.932659933;0.90627609;1;1;0.932659933;0.933333333;0;0;0;0;0;0;4236;10633;2353;100;35.55555556;'Number of leaves: 4\nSize of the tree: 7\n';7;4;4
